material_id,codec,tau_e,eligible,numerical_pass,no_pass,non_evaluable,qualified_pass,eligible_no_pass,non_evaluable_no_pass,non_evaluable_pass,n_successful_rows_available
mp-6586,SPERR,0.0001,False,False,True,True,False,False,True,False,12
mp-6586,SZ3,0.0001,False,False,True,True,False,False,True,False,10
mp-6586,ZFP,0.0001,False,False,True,True,False,False,True,False,12
mp-675781,SPERR,0.0001,False,False,True,True,False,False,True,False,9
mp-675781,SZ3,0.0001,False,False,True,True,False,False,True,False,9
mp-675781,ZFP,0.0001,False,True,False,True,False,False,False,True,12
mp-676693,SPERR,0.0001,True,True,False,False,True,False,False,False,11
mp-676693,SZ3,0.0001,True,True,False,False,True,False,False,False,9
mp-676693,ZFP,0.0001,True,True,False,False,True,False,False,False,13
mp-684706,SPERR,0.0001,False,True,False,True,False,False,False,True,13
mp-684706,SZ3,0.0001,False,True,False,True,False,False,False,True,11
mp-684706,ZFP,0.0001,False,True,False,True,False,False,False,True,12
mp-733522,SPERR,0.0001,True,True,False,False,True,False,False,False,10
mp-733522,SZ3,0.0001,True,True,False,False,True,False,False,False,10
mp-733522,ZFP,0.0001,True,True,False,False,True,False,False,False,11
mp-733797,SPERR,0.0001,False,False,True,True,False,False,True,False,5
mp-733797,SZ3,0.0001,False,False,True,True,False,False,True,False,5
mp-733797,ZFP,0.0001,False,False,True,True,False,False,True,False,5
mp-7359,SPERR,0.0001,False,True,False,True,False,False,False,True,8
mp-7359,SZ3,0.0001,False,False,True,True,False,False,True,False,9
mp-7359,ZFP,0.0001,False,True,False,True,False,False,False,True,11
mp-744554,SPERR,0.0001,False,False,True,True,False,False,True,False,10
mp-744554,SZ3,0.0001,False,False,True,True,False,False,True,False,10
mp-744554,ZFP,0.0001,False,True,False,True,False,False,False,True,11
mp-752546,SPERR,0.0001,False,False,True,True,False,False,True,False,11
mp-752546,SZ3,0.0001,False,False,True,True,False,False,True,False,11
mp-752546,ZFP,0.0001,False,True,False,True,False,False,False,True,12
mp-752703,SPERR,0.0001,False,False,True,True,False,False,True,False,10
mp-752703,SZ3,0.0001,False,False,True,True,False,False,True,False,9
mp-752703,ZFP,0.0001,False,True,False,True,False,False,False,True,12
mp-752866,SPERR,0.0001,True,True,False,False,True,False,False,False,11
mp-752866,SZ3,0.0001,True,True,False,False,True,False,False,False,11
mp-752866,ZFP,0.0001,True,True,False,False,True,False,False,False,12
mp-753183,SPERR,0.0001,False,False,True,True,False,False,True,False,11
mp-753183,SZ3,0.0001,False,False,True,True,False,False,True,False,11
mp-753183,ZFP,0.0001,False,False,True,True,False,False,True,False,11
mp-753334,SPERR,0.0001,True,True,False,False,True,False,False,False,11
mp-753334,SZ3,0.0001,True,True,False,False,True,False,False,False,11
mp-753334,ZFP,0.0001,True,True,False,False,True,False,False,False,12
mp-753392,SPERR,0.0001,False,False,True,True,False,False,True,False,10
mp-753392,SZ3,0.0001,False,False,True,True,False,False,True,False,9
mp-753392,ZFP,0.0001,False,False,True,True,False,False,True,False,13
mp-753521,SPERR,0.0001,False,False,True,True,False,False,True,False,9
mp-753521,SZ3,0.0001,False,False,True,True,False,False,True,False,8
mp-753521,ZFP,0.0001,False,True,False,True,False,False,False,True,11
mp-753554,SPERR,0.0001,False,False,True,True,False,False,True,False,11
mp-753554,SZ3,0.0001,False,True,False,True,False,False,False,True,10
mp-753554,ZFP,0.0001,False,True,False,True,False,False,False,True,11
mp-754196,SPERR,0.0001,False,False,True,True,False,False,True,False,11
mp-754196,SZ3,0.0001,False,False,True,True,False,False,True,False,11
mp-754196,ZFP,0.0001,False,False,True,True,False,False,True,False,12
mp-756647,SPERR,0.0001,False,False,True,True,False,False,True,False,11
mp-756647,SZ3,0.0001,False,False,True,True,False,False,True,False,10
mp-756647,ZFP,0.0001,False,False,True,True,False,False,True,False,12
mp-757220,SPERR,0.0001,False,True,False,True,False,False,False,True,11
mp-757220,SZ3,0.0001,False,True,False,True,False,False,False,True,11
mp-757220,ZFP,0.0001,False,True,False,True,False,False,False,True,12
mp-758622,SPERR,0.0001,False,False,True,True,False,False,True,False,10
mp-758622,SZ3,0.0001,False,False,True,True,False,False,True,False,10
mp-758622,ZFP,0.0001,False,True,False,True,False,False,False,True,12
mp-759554,SPERR,0.0001,False,False,True,True,False,False,True,False,11
mp-759554,SZ3,0.0001,False,False,True,True,False,False,True,False,11
mp-759554,ZFP,0.0001,False,False,True,True,False,False,True,False,13
mp-760266,SPERR,0.0001,True,False,True,False,False,True,False,False,11
mp-760266,SZ3,0.0001,True,True,False,False,True,False,False,False,11
mp-760266,ZFP,0.0001,True,True,False,False,True,False,False,False,13
mp-763177,SPERR,0.0001,True,True,False,False,True,False,False,False,11
mp-763177,SZ3,0.0001,True,True,False,False,True,False,False,False,10
mp-763177,ZFP,0.0001,True,True,False,False,True,False,False,False,13
mp-7660,SPERR,0.0001,False,False,True,True,False,False,True,False,11
mp-7660,SZ3,0.0001,False,False,True,True,False,False,True,False,11
mp-7660,ZFP,0.0001,False,False,True,True,False,False,True,False,13
mp-766093,SPERR,0.0001,False,False,True,True,False,False,True,False,10
mp-766093,SZ3,0.0001,False,False,True,True,False,False,True,False,10
mp-766093,ZFP,0.0001,False,False,True,True,False,False,True,False,12
mp-768842,SPERR,0.0001,False,True,False,True,False,False,False,True,10
mp-768842,SZ3,0.0001,False,False,True,True,False,False,True,False,10
mp-768842,ZFP,0.0001,False,True,False,True,False,False,False,True,12
mp-768987,SPERR,0.0001,False,False,True,True,False,False,True,False,10
mp-768987,SZ3,0.0001,False,False,True,True,False,False,True,False,9
mp-768987,ZFP,0.0001,False,False,True,True,False,False,True,False,13
mp-771133,SPERR,0.0001,False,False,True,True,False,False,True,False,11
mp-771133,SZ3,0.0001,False,False,True,True,False,False,True,False,11
mp-771133,ZFP,0.0001,False,True,False,True,False,False,False,True,12
mp-771903,SPERR,0.0001,False,False,True,True,False,False,True,False,10
mp-771903,SZ3,0.0001,False,False,True,True,False,False,True,False,9
mp-771903,ZFP,0.0001,False,False,True,True,False,False,True,False,11
mp-771968,SPERR,0.0001,True,True,False,False,True,False,False,False,11
mp-771968,SZ3,0.0001,True,True,False,False,True,False,False,False,11
mp-771968,ZFP,0.0001,True,True,False,False,True,False,False,False,13
mp-772185,SPERR,0.0001,True,True,False,False,True,False,False,False,11
mp-772185,SZ3,0.0001,True,True,False,False,True,False,False,False,11
mp-772185,ZFP,0.0001,True,True,False,False,True,False,False,False,13
mp-773101,SPERR,0.0001,False,False,True,True,False,False,True,False,12
mp-773101,SZ3,0.0001,False,False,True,True,False,False,True,False,10
mp-773101,ZFP,0.0001,False,False,True,True,False,False,True,False,11
mp-776076,SPERR,0.0001,True,True,False,False,True,False,False,False,11
mp-776076,SZ3,0.0001,True,True,False,False,True,False,False,False,11
mp-776076,ZFP,0.0001,True,True,False,False,True,False,False,False,12
mp-776331,SPERR,0.0001,True,True,False,False,True,False,False,False,11
mp-776331,SZ3,0.0001,True,True,False,False,True,False,False,False,11
mp-776331,ZFP,0.0001,True,True,False,False,True,False,False,False,13
mp-779079,SPERR,0.0001,False,True,False,True,False,False,False,True,11
mp-779079,SZ3,0.0001,False,False,True,True,False,False,True,False,10
mp-779079,ZFP,0.0001,False,True,False,True,False,False,False,True,11
mp-782011,SPERR,0.0001,False,True,False,True,False,False,False,True,11
mp-782011,SZ3,0.0001,False,False,True,True,False,False,True,False,11
mp-782011,ZFP,0.0001,False,True,False,True,False,False,False,True,13
mp-849339,SPERR,0.0001,False,False,True,True,False,False,True,False,11
mp-849339,SZ3,0.0001,False,False,True,True,False,False,True,False,10
mp-849339,ZFP,0.0001,False,True,False,True,False,False,False,True,13
mp-864652,SPERR,0.0001,False,False,True,True,False,False,True,False,10
mp-864652,SZ3,0.0001,False,False,True,True,False,False,True,False,10
mp-864652,ZFP,0.0001,False,True,False,True,False,False,False,True,12
mp-864965,SPERR,0.0001,True,True,False,False,True,False,False,False,9
mp-864965,SZ3,0.0001,True,True,False,False,True,False,False,False,8
mp-864965,ZFP,0.0001,True,True,False,False,True,False,False,False,10
mp-865006,SPERR,0.0001,False,False,True,True,False,False,True,False,9
mp-865006,SZ3,0.0001,False,False,True,True,False,False,True,False,5
mp-865006,ZFP,0.0001,False,True,False,True,False,False,False,True,11
mp-865801,SPERR,0.0001,False,False,True,True,False,False,True,False,10
mp-865801,SZ3,0.0001,False,False,True,True,False,False,True,False,9
mp-865801,ZFP,0.0001,False,False,True,True,False,False,True,False,11
mp-887511,SPERR,0.0001,False,False,True,True,False,False,True,False,11
mp-887511,SZ3,0.0001,False,False,True,True,False,False,True,False,10
mp-887511,ZFP,0.0001,False,True,False,True,False,False,False,True,13
mp-8881,SPERR,0.0001,True,True,False,False,True,False,False,False,12
mp-8881,SZ3,0.0001,True,True,False,False,True,False,False,False,12
mp-8881,ZFP,0.0001,True,True,False,False,True,False,False,False,13
mp-9437,SPERR,0.0001,True,True,False,False,True,False,False,False,9
mp-9437,SZ3,0.0001,True,False,True,False,False,True,False,False,9
mp-9437,ZFP,0.0001,True,True,False,False,True,False,False,False,11
mp-975795,SPERR,0.0001,False,False,True,True,False,False,True,False,8
mp-975795,SZ3,0.0001,False,False,True,True,False,False,True,False,7
mp-975795,ZFP,0.0001,False,True,False,True,False,False,False,True,11
mp-976076,SPERR,0.0001,False,False,True,True,False,False,True,False,10
mp-976076,SZ3,0.0001,False,False,True,True,False,False,True,False,8
mp-976076,ZFP,0.0001,False,False,True,True,False,False,True,False,11
mp-977372,SPERR,0.0001,False,False,True,True,False,False,True,False,10
mp-977372,SZ3,0.0001,False,False,True,True,False,False,True,False,9
mp-977372,ZFP,0.0001,False,True,False,True,False,False,False,True,12
mp-982725,SPERR,0.0001,False,False,True,True,False,False,True,False,10
mp-982725,SZ3,0.0001,False,False,True,True,False,False,True,False,9
mp-982725,ZFP,0.0001,False,True,False,True,False,False,False,True,12
mp-985702,SPERR,0.0001,False,False,True,True,False,False,True,False,11
mp-985702,SZ3,0.0001,False,False,True,True,False,False,True,False,10
mp-985702,ZFP,0.0001,False,False,True,True,False,False,True,False,13
mp-998512,SPERR,0.0001,False,False,True,True,False,False,True,False,11
mp-998512,SZ3,0.0001,False,False,True,True,False,False,True,False,10
mp-998512,ZFP,0.0001,False,False,True,True,False,False,True,False,12
mp-998613,SPERR,0.0001,True,True,False,False,True,False,False,False,11
mp-998613,SZ3,0.0001,True,True,False,False,True,False,False,False,10
mp-998613,ZFP,0.0001,True,True,False,False,True,False,False,False,11
mp-998744,SPERR,0.0001,False,False,True,True,False,False,True,False,11
mp-998744,SZ3,0.0001,False,False,True,True,False,False,True,False,10
mp-998744,ZFP,0.0001,False,True,False,True,False,False,False,True,12
mp-999450,SPERR,0.0001,True,True,False,False,True,False,False,False,11
mp-999450,SZ3,0.0001,True,True,False,False,True,False,False,False,9
mp-999450,ZFP,0.0001,True,True,False,False,True,False,False,False,11
nomad---3hBedCnC_e,SPERR,0.0001,False,False,True,True,False,False,True,False,9
nomad---3hBedCnC_e,SZ3,0.0001,False,False,True,True,False,False,True,False,10
nomad---3hBedCnC_e,ZFP,0.0001,False,False,True,True,False,False,True,False,12
nomad--1YLlCXKIJKj,SPERR,0.0001,False,False,True,True,False,False,True,False,10
nomad--1YLlCXKIJKj,SZ3,0.0001,False,False,True,True,False,False,True,False,11
nomad--1YLlCXKIJKj,ZFP,0.0001,False,False,True,True,False,False,True,False,11
nomad--33WrhYeNt5f,SPERR,0.0001,False,False,True,True,False,False,True,False,7
nomad--33WrhYeNt5f,SZ3,0.0001,False,False,True,True,False,False,True,False,7
nomad--33WrhYeNt5f,ZFP,0.0001,False,False,True,True,False,False,True,False,10
nomad--5wLHf6mG5_K,SPERR,0.0001,False,False,True,True,False,False,True,False,9
nomad--5wLHf6mG5_K,SZ3,0.0001,False,False,True,True,False,False,True,False,10
nomad--5wLHf6mG5_K,ZFP,0.0001,False,False,True,True,False,False,True,False,12
nomad--MeUbDBN9nIW,SPERR,0.0001,False,False,True,True,False,False,True,False,7
nomad--MeUbDBN9nIW,SZ3,0.0001,False,False,True,True,False,False,True,False,8
nomad--MeUbDBN9nIW,ZFP,0.0001,False,True,False,True,False,False,False,True,10
nomad--O7C25L6mxPu,SPERR,0.0001,False,False,True,True,False,False,True,False,8
nomad--O7C25L6mxPu,SZ3,0.0001,False,False,True,True,False,False,True,False,8
nomad--O7C25L6mxPu,ZFP,0.0001,False,True,False,True,False,False,False,True,11
nomad--g_dRNdo_53Q,SPERR,0.0001,False,False,True,True,False,False,True,False,7
nomad--g_dRNdo_53Q,SZ3,0.0001,False,False,True,True,False,False,True,False,8
nomad--g_dRNdo_53Q,ZFP,0.0001,False,False,True,True,False,False,True,False,10
nomad--kEaPn7WzevZ,SPERR,0.0001,False,False,True,True,False,False,True,False,8
nomad--kEaPn7WzevZ,SZ3,0.0001,False,False,True,True,False,False,True,False,10
nomad--kEaPn7WzevZ,ZFP,0.0001,False,True,False,True,False,False,False,True,11
nomad--maT57oivXnQ,SPERR,0.0001,False,False,True,True,False,False,True,False,8
nomad--maT57oivXnQ,SZ3,0.0001,False,False,True,True,False,False,True,False,9
nomad--maT57oivXnQ,ZFP,0.0001,False,True,False,True,False,False,False,True,12
nomad--ydxPkR4Tatz,SPERR,0.0001,False,True,False,True,False,False,False,True,7
nomad--ydxPkR4Tatz,SZ3,0.0001,False,False,True,True,False,False,True,False,9
nomad--ydxPkR4Tatz,ZFP,0.0001,False,True,False,True,False,False,False,True,11
nomad-0-ostsntWIk9,SPERR,0.0001,False,False,True,True,False,False,True,False,7
nomad-0-ostsntWIk9,SZ3,0.0001,False,False,True,True,False,False,True,False,9
nomad-0-ostsntWIk9,ZFP,0.0001,False,False,True,True,False,False,True,False,10
nomad-064_5lUOyDQI,SPERR,0.0001,False,True,False,True,False,False,False,True,9
nomad-064_5lUOyDQI,SZ3,0.0001,False,True,False,True,False,False,False,True,10
nomad-064_5lUOyDQI,ZFP,0.0001,False,True,False,True,False,False,False,True,11
nomad-0HydAdmxidgt,SPERR,0.0001,False,False,True,True,False,False,True,False,9
nomad-0HydAdmxidgt,SZ3,0.0001,False,False,True,True,False,False,True,False,10
nomad-0HydAdmxidgt,ZFP,0.0001,False,False,True,True,False,False,True,False,11
nomad-0J594sjoAqDW,SPERR,0.0001,False,False,True,True,False,False,True,False,8
nomad-0J594sjoAqDW,SZ3,0.0001,False,False,True,True,False,False,True,False,9
nomad-0J594sjoAqDW,ZFP,0.0001,False,True,False,True,False,False,False,True,11
nomad-0JxkdxfFTtnZ,SPERR,0.0001,False,True,False,True,False,False,False,True,8
nomad-0JxkdxfFTtnZ,SZ3,0.0001,False,False,True,True,False,False,True,False,10
nomad-0JxkdxfFTtnZ,ZFP,0.0001,False,True,False,True,False,False,False,True,12
nomad-0kvBRPSc8RU6,SPERR,0.0001,False,False,True,True,False,False,True,False,5
nomad-0kvBRPSc8RU6,SZ3,0.0001,False,False,True,True,False,False,True,False,5
nomad-0kvBRPSc8RU6,ZFP,0.0001,False,False,True,True,False,False,True,False,9
nomad-0pSeEEz7rc0X,SPERR,0.0001,False,False,True,True,False,False,True,False,7
nomad-0pSeEEz7rc0X,SZ3,0.0001,False,False,True,True,False,False,True,False,10
nomad-0pSeEEz7rc0X,ZFP,0.0001,False,False,True,True,False,False,True,False,10
nomad-0xMhYZKiiVKL,SPERR,0.0001,False,False,True,True,False,False,True,False,7
nomad-0xMhYZKiiVKL,SZ3,0.0001,False,False,True,True,False,False,True,False,9
nomad-0xMhYZKiiVKL,ZFP,0.0001,False,True,False,True,False,False,False,True,10
nomad-19wSfSWChOSI,SPERR,0.0001,False,False,True,True,False,False,True,False,8
nomad-19wSfSWChOSI,SZ3,0.0001,False,False,True,True,False,False,True,False,9
nomad-19wSfSWChOSI,ZFP,0.0001,False,True,False,True,False,False,False,True,9
nomad-1CIlfNcWTE4X,SPERR,0.0001,False,True,False,True,False,False,False,True,8
nomad-1CIlfNcWTE4X,SZ3,0.0001,False,True,False,True,False,False,False,True,9
nomad-1CIlfNcWTE4X,ZFP,0.0001,False,True,False,True,False,False,False,True,10
nomad-1DBJPWgjPfWO,SPERR,0.0001,False,False,True,True,False,False,True,False,7
nomad-1DBJPWgjPfWO,SZ3,0.0001,False,False,True,True,False,False,True,False,7
nomad-1DBJPWgjPfWO,ZFP,0.0001,False,False,True,True,False,False,True,False,10
nomad-1Few3hG0Dkat,SPERR,0.0001,False,False,True,True,False,False,True,False,8
nomad-1Few3hG0Dkat,SZ3,0.0001,False,False,True,True,False,False,True,False,9
nomad-1Few3hG0Dkat,ZFP,0.0001,False,True,False,True,False,False,False,True,10
nomad-1iTKfRU16qFo,SPERR,0.0001,False,False,True,True,False,False,True,False,5
nomad-1iTKfRU16qFo,SZ3,0.0001,False,False,True,True,False,False,True,False,5
nomad-1iTKfRU16qFo,ZFP,0.0001,False,False,True,True,False,False,True,False,6
nomad-1sSuZTi8blPO,SPERR,0.0001,False,False,True,True,False,False,True,False,7
nomad-1sSuZTi8blPO,SZ3,0.0001,False,False,True,True,False,False,True,False,5
nomad-1sSuZTi8blPO,ZFP,0.0001,False,False,True,True,False,False,True,False,7
nomad-1urv55npagDc,SPERR,0.0001,False,False,True,True,False,False,True,False,8
nomad-1urv55npagDc,SZ3,0.0001,False,False,True,True,False,False,True,False,9
nomad-1urv55npagDc,ZFP,0.0001,False,True,False,True,False,False,False,True,10
nomad-1xNwoQ8q8XXI,SPERR,0.0001,False,False,True,True,False,False,True,False,9
nomad-1xNwoQ8q8XXI,SZ3,0.0001,False,True,False,True,False,False,False,True,10
nomad-1xNwoQ8q8XXI,ZFP,0.0001,False,True,False,True,False,False,False,True,11
nomad-28WEed2y6N1X,SPERR,0.0001,False,False,True,True,False,False,True,False,5
nomad-28WEed2y6N1X,SZ3,0.0001,False,False,True,True,False,False,True,False,6
nomad-28WEed2y6N1X,ZFP,0.0001,False,False,True,True,False,False,True,False,8
nomad-2C9dg1L8liw7,SPERR,0.0001,False,False,True,True,False,False,True,False,7
nomad-2C9dg1L8liw7,SZ3,0.0001,False,False,True,True,False,False,True,False,8
nomad-2C9dg1L8liw7,ZFP,0.0001,False,True,False,True,False,False,False,True,10
nomad-2iwRdQb9gzT1,SPERR,0.0001,False,False,True,True,False,False,True,False,7
nomad-2iwRdQb9gzT1,SZ3,0.0001,False,False,True,True,False,False,True,False,8
nomad-2iwRdQb9gzT1,ZFP,0.0001,False,False,True,True,False,False,True,False,10
nomad-3Rqsfa2-hyu7,SPERR,0.0001,False,False,True,True,False,False,True,False,7
nomad-3Rqsfa2-hyu7,SZ3,0.0001,False,False,True,True,False,False,True,False,7
nomad-3Rqsfa2-hyu7,ZFP,0.0001,False,True,False,True,False,False,False,True,10
nomad-3ermMygSkKxT,SPERR,0.0001,False,False,True,True,False,False,True,False,8
nomad-3ermMygSkKxT,SZ3,0.0001,False,False,True,True,False,False,True,False,9
nomad-3ermMygSkKxT,ZFP,0.0001,False,True,False,True,False,False,False,True,12
nomad-4BR68d4gtTyq,SPERR,0.0001,False,False,True,True,False,False,True,False,8
nomad-4BR68d4gtTyq,SZ3,0.0001,False,False,True,True,False,False,True,False,10
nomad-4BR68d4gtTyq,ZFP,0.0001,False,True,False,True,False,False,False,True,12
nomad-4CA6DwNaypkT,SPERR,0.0001,False,False,True,True,False,False,True,False,10
nomad-4CA6DwNaypkT,SZ3,0.0001,False,False,True,True,False,False,True,False,11
nomad-4CA6DwNaypkT,ZFP,0.0001,False,False,True,True,False,False,True,False,12
nomad-4TmN2lwz6DHx,SPERR,0.0001,False,False,True,True,False,False,True,False,7
nomad-4TmN2lwz6DHx,SZ3,0.0001,False,False,True,True,False,False,True,False,8
nomad-4TmN2lwz6DHx,ZFP,0.0001,False,False,True,True,False,False,True,False,10
nomad-4U-g_t9kIPQS,SPERR,0.0001,False,False,True,True,False,False,True,False,6
nomad-4U-g_t9kIPQS,SZ3,0.0001,False,False,True,True,False,False,True,False,5
nomad-4U-g_t9kIPQS,ZFP,0.0001,False,False,True,True,False,False,True,False,8
nomad-4hOaTvLmAUuc,SPERR,0.0001,False,False,True,True,False,False,True,False,7
nomad-4hOaTvLmAUuc,SZ3,0.0001,False,False,True,True,False,False,True,False,9
nomad-4hOaTvLmAUuc,ZFP,0.0001,False,False,True,True,False,False,True,False,10
nomad-4khM-ZQ6rM_L,SPERR,0.0001,False,False,True,True,False,False,True,False,7
nomad-4khM-ZQ6rM_L,SZ3,0.0001,False,False,True,True,False,False,True,False,8
nomad-4khM-ZQ6rM_L,ZFP,0.0001,False,True,False,True,False,False,False,True,10
nomad-5HCYH3PtBIoR,SPERR,0.0001,False,False,True,True,False,False,True,False,5
nomad-5HCYH3PtBIoR,SZ3,0.0001,False,False,True,True,False,False,True,False,5
nomad-5HCYH3PtBIoR,ZFP,0.0001,False,False,True,True,False,False,True,False,8
nomad-5_7vAQzUevH0,SPERR,0.0001,False,False,True,True,False,False,True,False,8
nomad-5_7vAQzUevH0,SZ3,0.0001,False,False,True,True,False,False,True,False,10
nomad-5_7vAQzUevH0,ZFP,0.0001,False,False,True,True,False,False,True,False,10
nomad-61GFUgm3lTUg,SPERR,0.0001,False,False,True,True,False,False,True,False,9
nomad-61GFUgm3lTUg,SZ3,0.0001,False,False,True,True,False,False,True,False,10
nomad-61GFUgm3lTUg,ZFP,0.0001,False,True,False,True,False,False,False,True,11
nomad-6o4AmsigmNP5,SPERR,0.0001,False,False,True,True,False,False,True,False,9
nomad-6o4AmsigmNP5,SZ3,0.0001,False,False,True,True,False,False,True,False,9
nomad-6o4AmsigmNP5,ZFP,0.0001,False,True,False,True,False,False,False,True,11
nomad-6x45-ylTvOvZ,SPERR,0.0001,False,True,False,True,False,False,False,True,9
nomad-6x45-ylTvOvZ,SZ3,0.0001,False,False,True,True,False,False,True,False,10
nomad-6x45-ylTvOvZ,ZFP,0.0001,False,True,False,True,False,False,False,True,10
nomad-7OdXN2bFHmUg,SPERR,0.0001,False,False,True,True,False,False,True,False,9
nomad-7OdXN2bFHmUg,SZ3,0.0001,False,False,True,True,False,False,True,False,9
nomad-7OdXN2bFHmUg,ZFP,0.0001,False,True,False,True,False,False,False,True,11
nomad-8Hl4JATTj5Fp,SPERR,0.0001,False,False,True,True,False,False,True,False,9
nomad-8Hl4JATTj5Fp,SZ3,0.0001,False,False,True,True,False,False,True,False,10
nomad-8Hl4JATTj5Fp,ZFP,0.0001,False,False,True,True,False,False,True,False,11
nomad-8ZPelCNdN_TR,SPERR,0.0001,False,False,True,True,False,False,True,False,7
nomad-8ZPelCNdN_TR,SZ3,0.0001,False,False,True,True,False,False,True,False,8
nomad-8ZPelCNdN_TR,ZFP,0.0001,False,False,True,True,False,False,True,False,11
nomad-8eTSyDPSGSwy,SPERR,0.0001,False,False,True,True,False,False,True,False,9
nomad-8eTSyDPSGSwy,SZ3,0.0001,False,False,True,True,False,False,True,False,9
nomad-8eTSyDPSGSwy,ZFP,0.0001,False,True,False,True,False,False,False,True,12
nomad-8tU1rEspJ26T,SPERR,0.0001,False,False,True,True,False,False,True,False,5
nomad-8tU1rEspJ26T,SZ3,0.0001,False,False,True,True,False,False,True,False,5
nomad-8tU1rEspJ26T,ZFP,0.0001,False,False,True,True,False,False,True,False,7
nomad-9jQMkfdCbgX_,SPERR,0.0001,False,False,True,True,False,False,True,False,10
nomad-9jQMkfdCbgX_,SZ3,0.0001,False,False,True,True,False,False,True,False,10
nomad-9jQMkfdCbgX_,ZFP,0.0001,False,False,True,True,False,False,True,False,9
nomad-9xtsrVZD5SSK,SPERR,0.0001,False,False,True,True,False,False,True,False,8
nomad-9xtsrVZD5SSK,SZ3,0.0001,False,False,True,True,False,False,True,False,9
nomad-9xtsrVZD5SSK,ZFP,0.0001,False,False,True,True,False,False,True,False,12
nomad-A5zDMCxBBUYc,SPERR,0.0001,False,False,True,True,False,False,True,False,7
nomad-A5zDMCxBBUYc,SZ3,0.0001,False,False,True,True,False,False,True,False,9
nomad-A5zDMCxBBUYc,ZFP,0.0001,False,False,True,True,False,False,True,False,11
nomad-AUrOZMeLzRg5,SPERR,0.0001,False,False,True,True,False,False,True,False,7
nomad-AUrOZMeLzRg5,SZ3,0.0001,False,False,True,True,False,False,True,False,9
nomad-AUrOZMeLzRg5,ZFP,0.0001,False,False,True,True,False,False,True,False,10
nomad-BMoyqNd6y06X,SPERR,0.0001,False,False,True,True,False,False,True,False,9
nomad-BMoyqNd6y06X,SZ3,0.0001,False,False,True,True,False,False,True,False,10
nomad-BMoyqNd6y06X,ZFP,0.0001,False,False,True,True,False,False,True,False,11
nomad-BbyKgzzvPkrI,SPERR,0.0001,False,False,True,True,False,False,True,False,9
nomad-BbyKgzzvPkrI,SZ3,0.0001,False,False,True,True,False,False,True,False,10
nomad-BbyKgzzvPkrI,ZFP,0.0001,False,True,False,True,False,False,False,True,12
nomad-BiuRBghVF7ns,SPERR,0.0001,False,False,True,True,False,False,True,False,9
nomad-BiuRBghVF7ns,SZ3,0.0001,False,False,True,True,False,False,True,False,11
nomad-BiuRBghVF7ns,ZFP,0.0001,False,False,True,True,False,False,True,False,13
nomad-CHORxT-fP4dV,SPERR,0.0001,False,False,True,True,False,False,True,False,9
nomad-CHORxT-fP4dV,SZ3,0.0001,False,False,True,True,False,False,True,False,9
nomad-CHORxT-fP4dV,ZFP,0.0001,False,False,True,True,False,False,True,False,12
nomad-E0rr8BI_hRlR,SPERR,0.0001,False,False,True,True,False,False,True,False,9
nomad-E0rr8BI_hRlR,SZ3,0.0001,False,False,True,True,False,False,True,False,9
nomad-E0rr8BI_hRlR,ZFP,0.0001,False,True,False,True,False,False,False,True,12
nomad-Ek0B30z0bVyP,SPERR,0.0001,False,False,True,True,False,False,True,False,9
nomad-Ek0B30z0bVyP,SZ3,0.0001,False,False,True,True,False,False,True,False,9
nomad-Ek0B30z0bVyP,ZFP,0.0001,False,False,True,True,False,False,True,False,12
nomad-FPTBoTAPMQA8,SPERR,0.0001,True,True,False,False,True,False,False,False,8
nomad-FPTBoTAPMQA8,SZ3,0.0001,True,True,False,False,True,False,False,False,9
nomad-FPTBoTAPMQA8,ZFP,0.0001,True,True,False,False,True,False,False,False,10
nomad-FVlJ8rpkyGT5,SPERR,0.0001,True,False,True,False,False,True,False,False,8
nomad-FVlJ8rpkyGT5,SZ3,0.0001,True,False,True,False,False,True,False,False,9
nomad-FVlJ8rpkyGT5,ZFP,0.0001,True,True,False,False,True,False,False,False,12
nomad-M8BV9zowas8w,SPERR,0.0001,False,False,True,True,False,False,True,False,8
nomad-M8BV9zowas8w,SZ3,0.0001,False,False,True,True,False,False,True,False,10
nomad-M8BV9zowas8w,ZFP,0.0001,False,True,False,True,False,False,False,True,12
nomad-MgLl-OZz9clr,SPERR,0.0001,False,True,False,True,False,False,False,True,11
nomad-MgLl-OZz9clr,SZ3,0.0001,False,False,True,True,False,False,True,False,10
nomad-MgLl-OZz9clr,ZFP,0.0001,False,True,False,True,False,False,False,True,13
nomad-Q4xDULo89hwd,SPERR,0.0001,False,False,True,True,False,False,True,False,8
nomad-Q4xDULo89hwd,SZ3,0.0001,False,False,True,True,False,False,True,False,9
nomad-Q4xDULo89hwd,ZFP,0.0001,False,True,False,True,False,False,False,True,12
nomad-SzuB_oB4XzfT,SPERR,0.0001,False,False,True,True,False,False,True,False,8
nomad-SzuB_oB4XzfT,SZ3,0.0001,False,False,True,True,False,False,True,False,10
nomad-SzuB_oB4XzfT,ZFP,0.0001,False,True,False,True,False,False,False,True,11
nomad-VNlX3_0OCG9w,SPERR,0.0001,False,False,True,True,False,False,True,False,9
nomad-VNlX3_0OCG9w,SZ3,0.0001,False,False,True,True,False,False,True,False,9
nomad-VNlX3_0OCG9w,ZFP,0.0001,False,False,True,True,False,False,True,False,12
